tic_id,Teff,rad,mass,logg,Tmag,contratio
KIC9394601,6344.0,0.962,1.024,4.481,12.29,
KIC2452289,7377.0,2.552,1.784,3.876,12.291,
KIC9071386,6365.0,1.47,1.312,4.22,12.291,
KIC9780149,5780.0,1.296,0.924,4.178,12.294,
KIC9899421,4601.0,12.581,1.209,2.321,12.295,
KIC4761060,6739.0,2.702,1.371,3.712,12.301,
KIC2713018,6745.0,1.182,1.174,4.361,12.301,
KIC3438975,5947.0,1.796,1.023,3.939,12.302,
KIC12405950,7021.0,2.629,1.447,3.759,12.305,
KIC3446451,7089.0,2.584,1.693,3.842,12.305,
KIC10924400,5151.0,0.761,0.874,4.602,12.306,
KIC10547685,6075.0,1.13,0.962,4.315,12.309,
KIC10363281,6477.0,2.628,1.519,3.781,12.31,
KIC4077252,10747.0,2.432,2.718,4.1,12.314,
KIC7622473,3674.0,89.878,0.833,0.452,12.314,
KIC10093664,7331.0,2.041,1.668,4.041,12.317,
KIC7281484,6476.0,1.353,1.202,4.255,12.318,
KIC3558803,4850.0,8.586,1.969,2.865,12.318,
KIC11295085,7117.0,2.211,1.641,3.964,12.321,
KIC10849244,6151.0,0.983,1.048,4.473,12.325,
KIC7672940,6340.0,2.173,1.174,3.833,12.328,
KIC5119143,6534.0,1.622,1.294,4.128,12.328,
KIC9489953,5896.0,3.006,1.472,3.65,12.33,
KIC6947837,8027.0,2.314,1.94,3.997,12.331,
KIC5305240,5717.0,1.433,0.964,4.109,12.334,
KIC2711114,6491.0,1.371,1.147,4.223,12.335,
KIC10202759,7102.0,2.082,1.48,3.972,12.335,
KIC4044005,6224.0,1.132,0.998,4.33,12.336,
KIC9028474,5887.0,0.941,0.97,4.477,12.338,
KIC8265156,7193.0,1.671,1.46,4.156,12.34,
KIC6206559,6106.0,2.477,1.352,3.781,12.341,
KIC8110733,6967.0,1.565,1.403,4.193,12.341,
KIC9532117,6277.0,1.869,1.138,3.951,12.344,
KIC9579192,6770.0,2.214,1.389,3.89,12.344,
KIC6611779,6028.0,1.267,1.02,4.241,12.351,
KIC2694632,5631.0,1.485,1.046,4.114,12.352,
KIC9457533,5101.0,6.422,2.123,3.15,12.362,
KIC6145939,6337.0,2.216,1.2,3.826,12.366,
KIC5467126,4878.0,10.154,2.093,2.745,12.367,
KIC8488876,7259.0,3.009,1.808,3.739,12.368,
KIC5213811,6171.0,1.127,1.004,4.337,12.369,
KIC8848104,5658.0,1.654,0.798,3.903,12.372,
KIC5192660,,,,,12.372,
KIC6928906,7382.0,2.804,1.976,3.838,12.374,
KIC10007492,4980.0,5.443,1.589,3.167,12.375,
KIC6694186,5433.0,0.843,0.756,4.465,12.376,
KIC9304923,7981.0,3.298,2.061,3.716,12.377,
KIC9821151,6353.0,1.132,1.104,4.375,12.385,
KIC4752451,6170.0,1.183,0.927,4.259,12.385,
KIC9535080,6273.0,1.493,1.095,4.129,12.385,
KIC6974867,5500.0,2.491,1.348,3.775,12.386,
KIC11959569,5383.0,1.935,1.105,3.908,12.387,
KIC5650420,4745.0,13.417,1.747,2.425,12.387,
KIC10686930,5088.0,3.293,1.257,3.502,12.388,
KIC7053328,6785.0,2.623,1.542,3.788,12.389,
KIC6850665,5022.0,5.826,1.421,3.06,12.391,
KIC8719897,5017.0,4.293,1.505,3.35,12.392,
KIC10493253,4742.0,21.291,2.075,2.099,12.393,
KIC5956977,4763.0,7.068,0.882,2.685,12.393,
KIC2306756,5543.0,1.58,1.103,4.081,12.394,
KIC2014991,6418.0,3.049,1.541,3.658,12.396,
KIC12418816,4675.0,0.511,0.523,4.74,12.402,
KIC3964562,8601.0,2.031,2.063,4.137,12.403,
KIC5534476,6862.0,1.712,1.395,4.114,12.407,
KIC8364119,5623.0,0.763,0.853,4.596,12.408,
KIC5471617,5221.0,2.067,0.819,3.72,12.409,
KIC3336476,8482.0,2.106,1.987,4.089,12.417,
KIC9353182,6109.0,1.536,1.076,4.097,12.421,
KIC6043574,6056.0,2.29,1.252,3.816,12.428,
KIC6614629,5718.0,1.832,1.131,3.966,12.428,
KIC9834257,6552.0,3.289,1.521,3.586,12.429,
KIC11775507,6528.0,1.26,1.046,4.257,12.431,
KIC9083564,6210.0,1.434,1.098,4.166,12.434,
KIC7335713,5261.0,5.769,1.639,3.13,12.436,
KIC6670075,8621.0,2.094,2.018,4.101,12.438,
KIC6962901,5596.0,3.938,1.707,3.48,12.439,
KIC8491745,5022.0,2.58,0.887,3.562,12.439,
KIC5284133,8144.0,1.914,1.841,4.139,12.444,
KIC4847832,5291.0,0.926,0.828,4.423,12.45,
KIC5903312,5842.0,0.985,0.959,4.433,12.45,
KIC8112013,6586.0,1.219,1.131,4.319,12.45,
KIC8413968,6181.0,1.227,1.044,4.279,12.452,
KIC8758161,6980.0,1.755,1.292,4.06,12.457,
KIC9710611,6165.0,1.177,1.051,4.319,12.458,
KIC9474969,6322.0,1.692,1.051,4.003,12.462,
KIC10486425,7247.0,1.834,1.584,4.111,12.465,
KIC4390912,4643.0,7.906,0.898,2.595,12.467,
KIC11240948,7094.0,2.17,1.379,3.905,12.471,
KIC11826400,7249.0,2.071,1.537,3.993,12.472,
KIC7541746,,,,,12.472,
KIC5653072,3857.0,34.674,0.954,1.338,12.474,
KIC3858704,6309.0,1.32,1.046,4.217,12.476,
KIC9369366,7048.0,2.838,1.84,3.797,12.477,
KIC8129189,5261.0,2.943,1.013,3.506,12.479,
KIC5272571,5216.0,3.871,1.058,3.287,12.479,
KIC2707985,7919.0,3.46,2.01,3.663,12.481,
KIC8223328,5514.0,0.871,0.883,4.505,12.481,
KIC6781047,,,,,12.484,
KIC10292000,,,,,12.488,
KIC8890996,6839.0,2.02,1.497,4.003,12.491,
KIC9899141,5655.0,0.998,0.979,4.431,12.496,
KIC5977541,8847.0,1.685,1.643,4.2,12.5,
KIC9786017,6025.0,2.293,1.209,3.8,12.502,
KIC5130740,7591.0,2.017,1.665,4.05,12.504,
KIC8382339,4840.0,15.355,3.121,2.56,12.504,
KIC11237332,6131.0,2.142,0.997,3.776,12.506,
KIC9957668,6335.0,1.286,0.894,4.171,12.508,
KIC6612411,7663.0,1.913,1.63,4.087,12.509,
KIC5196851,7118.0,1.489,1.322,4.212,12.509,
KIC4636565,5541.0,1.967,1.046,3.869,12.511,
KIC2554853,6908.0,1.614,1.155,4.085,12.512,
KIC3938073,6011.0,1.741,1.1,3.998,12.512,
KIC5967194,4949.0,6.334,2.0,3.136,12.519,
KIC5563057,7479.0,1.667,1.469,4.162,12.519,
KIC10920086,6712.0,1.513,1.206,4.159,12.52,
KIC11969988,6208.0,1.975,1.337,3.973,12.521,
KIC10920420,6947.0,2.297,1.511,3.895,12.521,
KIC3747262,6543.0,2.507,1.388,3.782,12.524,
KIC3241619,5325.0,0.648,0.695,4.657,12.524,
KIC9724993,5615.0,1.4,0.976,4.136,12.524,
KIC8713828,,,,,12.525,
KIC4950557,6300.0,1.862,1.214,3.982,12.526,
KIC7115925,6287.0,1.693,1.211,4.064,12.528,
KIC2711123,4893.0,16.274,3.063,2.501,12.529,
KIC6369548,5048.0,8.611,2.571,2.978,12.532,
KIC10091257,5826.0,1.262,1.091,4.273,12.533,
KIC6131659,5079.0,0.732,0.741,4.579,12.534,
KIC4245897,6915.0,1.875,1.322,4.012,12.538,
KIC12459808,6306.0,1.197,1.064,4.311,12.54,
KIC2305543,5872.0,0.864,0.811,4.474,12.545,
KIC4544628,6084.0,1.03,1.03,4.426,12.546,
KIC5024476,5221.0,12.042,3.083,2.766,12.552,
KIC1434395,4996.0,20.848,3.584,2.354,12.552,
KIC3230787,5883.0,1.554,0.966,4.04,12.553,
KIC8649876,6183.0,2.073,1.268,3.908,12.556,
KIC9692557,5827.0,2.286,1.047,3.74,12.557,
KIC8560804,6007.0,1.759,1.311,4.064,12.567,
KIC10268714,6664.0,1.73,1.3,4.075,12.568,
KIC4763020,5884.0,1.628,0.921,3.979,12.578,
KIC8579684,6593.0,1.67,1.335,4.117,12.579,
KIC4584865,6660.0,2.074,1.23,3.894,12.58,
KIC9973855,5668.0,0.916,0.908,4.472,12.58,
KIC8007262,6664.0,1.675,1.415,4.141,12.583,
KIC5529501,6168.0,1.307,1.105,4.25,12.585,
KIC6767337,6035.0,1.283,0.903,4.177,12.588,
KIC8242350,6565.0,2.467,1.414,3.803,12.594,
KIC9849884,6123.0,1.86,1.208,3.982,12.596,
KIC10817600,8237.0,3.134,2.032,3.753,12.597,
KIC3532510,7158.0,1.494,1.323,4.21,12.598,
KIC8254882,6058.0,1.612,1.296,4.135,12.6,
KIC6268722,6502.0,1.753,1.098,3.991,12.601,
KIC3546821,6014.0,1.258,1.06,4.264,12.602,
KIC6804648,6280.0,2.449,1.366,3.795,12.609,
KIC5343976,5655.0,0.854,0.788,4.472,12.612,
KIC7976435,,,,,12.614,
KIC11607193,7429.0,1.796,1.634,4.143,12.616,
KIC5039053,5858.0,1.498,1.08,4.12,12.616,
KIC11616596,,,,,12.616,
KIC10362031,6184.0,1.579,1.289,4.151,12.618,
KIC10794509,6745.0,2.144,1.336,3.901,12.619,
KIC5471415,8691.0,2.193,2.069,4.072,12.625,
KIC5172274,6881.0,1.534,1.535,4.252,12.625,
KIC3548639,6845.0,2.324,1.529,3.89,12.632,
KIC4768756,5433.0,0.769,0.766,4.55,12.632,
KIC9598315,6407.0,1.344,1.065,4.209,12.637,
KIC9451096,6297.0,1.663,1.023,4.006,12.64,
KIC7137213,6507.0,1.767,1.145,4.002,12.642,
KIC8029197,5851.0,1.555,0.821,3.969,12.643,
KIC8386035,,,,,12.647,
KIC4253860,6513.0,12.613,3.511,2.782,12.649,
KIC12023078,5385.0,2.871,1.309,3.639,12.65,
KIC8288404,5310.0,1.03,0.879,4.356,12.651,
KIC3554819,,,,,12.654,
KIC7024511,4679.0,0.643,0.638,4.627,12.655,
KIC10028352,6823.0,2.037,1.66,4.04,12.655,
KIC11768970,5092.0,3.54,1.201,3.42,12.658,
KIC9655419,6831.0,2.247,1.675,3.959,12.659,
KIC6721123,6227.0,1.958,1.358,3.986,12.66,
KIC2569516,7266.0,2.715,1.807,3.828,12.661,
KIC7204073,4208.0,0.583,0.57,4.662,12.663,
KIC6152521,6661.0,3.067,1.589,3.666,12.669,
KIC7955301,4830.0,6.784,1.628,2.987,12.672,
KIC7943535,6792.0,2.058,1.444,3.971,12.672,
KIC4557341,5053.0,0.717,0.754,4.603,12.673,
KIC9936080,6350.0,1.394,1.188,4.225,12.674,
KIC12062667,6634.0,2.251,1.253,3.831,12.674,
KIC10801100,6711.0,1.698,1.32,4.097,12.678,
KIC5527172,5716.0,1.76,1.039,3.963,12.678,
KIC8737796,5487.0,10.396,2.581,2.816,12.686,
KIC4840327,5794.0,1.155,1.009,4.317,12.688,
KIC8553788,8027.0,2.314,1.94,3.997,12.691,
KIC8553907,6618.0,1.117,1.128,4.393,12.694,
KIC5385778,4849.0,6.952,2.025,3.06,12.696,
KIC7601918,6234.0,1.66,1.116,4.046,12.696,
KIC11199725,5283.0,18.959,2.948,2.352,12.698,
KIC4035675,5692.0,2.287,1.288,3.829,12.702,
KIC5024414,5000.0,10.533,2.615,2.81,12.705,
KIC3338674,4740.0,5.721,0.949,2.9,12.708,
KIC8429415,6463.0,1.823,1.103,3.959,12.709,
KIC9304842,6468.0,1.302,1.198,4.288,12.714,
KIC5425908,,,,,12.714,
KIC8487645,8473.0,2.052,2.036,4.123,12.717,
KIC10407464,6300.0,1.025,0.942,4.391,12.72,
KIC8179190,6425.0,2.16,1.237,3.862,12.721,
KIC8848115,4148.0,41.424,1.796,1.458,12.721,
KIC6443392,5999.0,1.042,1.046,4.423,12.723,
KIC8559863,5315.0,0.697,0.772,4.636,12.723,
KIC4255422,6061.0,2.185,0.999,3.759,12.724,
KIC4469825,6553.0,1.086,1.105,4.41,12.724,
KIC4678873,7542.0,1.999,1.582,4.036,12.725,
KIC9159461,6251.0,1.119,1.089,4.378,12.725,
KIC6126076,6508.0,1.447,1.111,4.163,12.73,
KIC9243795,5757.0,2.736,1.283,3.672,12.732,
KIC8669092,6287.0,3.177,1.328,3.558,12.733,
KIC2576224,7524.0,2.092,1.863,4.067,12.734,
KIC5098757,6955.0,2.161,1.308,3.885,12.734,
KIC2583777,6032.0,1.365,0.954,4.147,12.735,
KIC10613718,5237.0,0.74,0.698,4.543,12.735,
KIC4069213,6100.0,2.086,1.244,3.895,12.739,
KIC6461675,4994.0,5.205,0.821,2.92,12.739,
KIC9449320,,,,,12.74,
KIC5436415,5079.0,3.792,1.442,3.439,12.741,
KIC10219361,5236.0,2.332,1.019,3.711,12.742,
KIC8190354,5622.0,2.017,0.965,3.813,12.743,
KIC7464205,6003.0,1.085,0.954,4.346,12.744,
KIC2576692,5784.0,1.642,0.951,3.985,12.744,
KIC3458687,6431.0,5.294,1.932,3.276,12.745,
KIC6205460,5425.0,2.592,1.166,3.678,12.746,
KIC9093566,7693.0,1.984,1.737,4.083,12.749,
KIC10266852,,,,,12.752,
KIC5641294,6645.0,1.42,1.259,4.232,12.754,
KIC11152950,6619.0,3.41,1.67,3.595,12.754,
KIC7117147,6194.0,1.718,1.008,3.971,12.756,
KIC3247396,6200.0,2.404,1.333,3.8,12.759,
KIC2570767,5850.0,1.977,0.749,3.72,12.76,
KIC8822585,6854.0,2.088,1.368,3.934,12.76,
KIC6437993,5074.0,0.761,0.725,4.536,12.763,
KIC7115200,5966.0,1.349,1.014,4.184,12.766,
KIC4732137,4888.0,4.622,1.179,3.18,12.768,
KIC12506417,6496.0,1.257,1.153,4.301,12.768,
KIC5637036,4932.0,12.048,2.632,2.697,12.769,
KIC10649230,5927.0,1.607,0.914,3.988,12.77,
KIC6677267,6137.0,2.852,1.505,3.705,12.77,
KIC9471755,7332.0,1.46,1.43,4.265,12.771,
KIC6718474,6782.0,1.417,1.291,4.243,12.773,
KIC10489525,6732.0,2.569,1.495,3.793,12.775,
KIC5179609,4888.0,5.132,1.734,3.257,12.776,
KIC8454250,5780.0,1.0,1.0,4.438,12.777,
KIC5306862,6348.0,1.99,1.431,3.996,12.777,
KIC8052474,5637.0,0.99,0.866,4.383,12.777,
KIC5597970,5301.0,0.936,0.833,4.416,12.778,
KIC4285087,6181.0,1.444,0.923,4.084,12.785,
KIC11197126,5117.0,3.403,1.598,3.578,12.786,
KIC5900390,9653.0,1.996,2.256,4.191,12.789,
KIC8378656,6284.0,1.093,0.986,4.355,12.789,
KIC11341314,5929.0,1.202,1.071,4.308,12.792,
KIC5126932,5780.0,1.0,1.0,4.438,12.793,
KIC10581918,7479.0,2.324,1.634,3.919,12.796,
KIC7837526,6327.0,1.151,0.914,4.277,12.796,
KIC3730176,6224.0,1.177,1.056,4.321,12.796,
KIC8613338,5671.0,0.919,0.9,4.466,12.796,
KIC9910942,6245.0,2.179,1.16,3.826,12.797,
KIC10219288,3974.0,59.437,1.467,1.056,12.798,
KIC4569590,4764.0,6.883,1.035,2.777,12.799,
KIC3946023,6057.0,1.457,0.95,4.088,12.804,
KIC3846515,6316.0,2.087,1.285,3.908,12.807,
KIC3102024,5246.0,0.668,0.653,4.604,12.809,
KIC6774408,5922.0,0.921,0.881,4.454,12.812,
KIC3324644,4705.0,8.058,1.101,2.667,12.812,
KIC8196180,7343.0,1.94,1.436,4.02,12.814,
KIC8098300,6502.0,1.037,1.077,4.44,12.817,
KIC7031132,5680.0,0.908,0.988,4.516,12.818,
KIC9895004,5779.0,1.119,0.928,4.308,12.82,
KIC5031804,6877.0,1.753,1.196,4.028,12.821,
KIC5168498,5127.0,2.38,0.825,3.602,12.821,
KIC10019399,6065.0,1.891,1.006,3.888,12.829,
KIC8841616,4462.0,0.554,0.561,4.7,12.833,
KIC9119568,5258.0,0.835,0.831,4.514,12.837,
KIC9602421,6018.0,1.458,0.934,4.081,12.84,
KIC3764714,6487.0,2.817,1.439,3.696,12.842,
KIC6228703,6873.0,1.923,1.518,4.051,12.843,
KIC7024222,4579.0,0.684,0.672,4.596,12.843,
KIC7132015,3681.0,229.908,3.426,0.25,12.843,
KIC9099950,6486.0,2.308,1.446,3.872,12.845,
KIC7588436,6221.0,1.05,1.008,4.4,12.845,
KIC4863956,5519.0,4.368,1.397,3.303,12.846,
KIC6965293,6174.0,1.271,1.012,4.235,12.847,
KIC6048024,6340.0,1.492,1.379,4.23,12.849,
KIC8143170,5154.0,3.981,1.672,3.461,12.85,
KIC8958359,6036.0,1.265,0.781,4.127,12.854,
KIC5565707,6635.0,7.146,2.303,3.092,12.855,
KIC4067110,6611.0,7.435,2.61,3.112,12.855,
KIC2167890,4839.0,9.278,1.808,2.761,12.858,
KIC7289165,6338.0,1.602,1.142,4.087,12.859,
KIC2997178,5122.0,9.828,2.707,2.886,12.861,
KIC5201115,5872.0,1.157,0.934,4.282,12.861,
KIC7940533,5495.0,0.798,0.812,4.543,12.862,
KIC9728465,6385.0,2.327,1.458,3.868,12.865,
KIC7109680,6343.0,1.115,1.069,4.375,12.869,
KIC4912589,5757.0,1.345,0.898,4.134,12.869,
KIC4037428,6052.0,1.417,0.887,4.084,12.873,
KIC5471690,6632.0,2.193,1.27,3.86,12.876,
KIC10407086,5574.0,2.174,1.134,3.818,12.877,
KIC5308387,6559.0,1.602,1.277,4.133,12.878,
KIC5440435,,,,,12.878,
KIC5709103,6143.0,1.116,1.001,4.344,12.879,
KIC11348086,6032.0,0.949,0.948,4.46,12.879,
KIC6548447,5226.0,1.643,0.921,3.97,12.88,
KIC3857860,6148.0,1.741,1.016,3.964,12.88,
KIC8560280,4850.0,4.696,1.095,3.134,12.881,
KIC8747222,4678.0,6.72,0.94,2.756,12.882,
KIC7049771,4959.0,4.486,1.049,3.155,12.883,
KIC9652166,7257.0,1.631,1.487,4.185,12.884,
KIC6065010,6365.0,1.033,1.002,4.411,12.885,
KIC10079317,6645.0,2.054,1.382,3.952,12.885,
KIC8023317,5870.0,2.3,1.239,3.808,12.887,
KIC8094120,6514.0,1.585,1.127,4.09,12.892,
KIC6593363,6154.0,2.321,1.219,3.793,12.893,
KIC8027902,7117.0,2.09,1.548,3.988,12.895,
KIC8113154,6812.0,1.172,1.103,4.343,12.897,
KIC2309719,6161.0,1.255,1.095,4.281,12.899,
KIC7362450,5616.0,1.547,0.958,4.04,12.9,
KIC8694309,5609.0,1.31,0.867,4.141,12.9,
KIC11709022,,,,,12.902,
KIC8823833,5607.0,0.948,0.788,4.381,12.903,
KIC6627507,5028.0,4.991,1.766,3.289,12.904,
KIC4059887,5858.0,2.638,1.358,3.729,12.905,
KIC4639868,5465.0,0.973,0.859,4.396,12.907,
KIC9178502,,,,,12.909,
KIC9899181,4947.0,0.714,0.8,4.621,12.912,
KIC8510197,6609.0,1.391,1.076,4.183,12.913,
KIC3634169,6192.0,1.322,0.999,4.195,12.913,
KIC1293031,6341.0,5.302,2.05,3.301,12.915,
KIC5039441,6184.0,1.257,0.891,4.19,12.916,
KIC10976412,4976.0,2.638,0.868,3.534,12.917,
KIC3347485,5953.0,1.609,0.91,3.984,12.92,
KIC3746248,6661.0,1.29,1.33,4.341,12.92,
KIC8415863,5925.0,1.611,1.066,4.052,12.921,
KIC11391667,5591.0,5.618,1.942,3.227,12.923,
KIC3957082,6115.0,5.544,2.072,3.267,12.923,
KIC7847104,6060.0,2.106,1.151,3.852,12.923,
KIC5218014,5096.0,7.023,2.233,3.094,12.923,
KIC4374339,6854.0,2.715,1.728,3.808,12.928,
KIC4464689,6749.0,1.905,1.062,3.905,12.928,
KIC6362386,7201.0,1.724,1.488,4.138,12.93,
KIC5195945,4946.0,5.855,0.824,2.819,12.93,
KIC6359798,5850.0,1.037,0.994,4.404,12.932,
KIC9084832,5359.0,0.95,0.832,4.403,12.933,
KIC8719419,6878.0,1.844,1.278,4.012,12.933,
KIC5443775,5959.0,2.382,1.395,3.829,12.936,
KIC8429668,5242.0,2.243,0.808,3.644,12.938,
KIC3972391,6428.0,1.109,0.992,4.345,12.939,
KIC5301955,,,,,12.939,
KIC9092897,,,,,12.94,
KIC9724984,5731.0,1.913,1.351,4.005,12.94,
KIC10419108,5227.0,0.744,0.701,4.541,12.941,
KIC4482738,4936.0,4.527,0.848,3.055,12.945,
KIC8227661,2661.0,0.116,0.094,5.283,12.946,
KIC7106437,7021.0,1.976,1.526,4.031,12.946,
KIC7289157,5916.0,1.175,0.995,4.296,12.947,
KIC3353454,5780.0,1.0,1.0,4.438,12.95,
KIC4946049,8046.0,3.339,2.06,3.704,12.95,
KIC8552565,6134.0,1.851,1.179,3.975,12.953,
KIC5809372,6681.0,4.185,1.866,3.465,12.954,
KIC4649440,5321.0,4.335,1.783,3.416,12.956,
KIC7846730,6271.0,1.387,1.109,4.199,12.956,
KIC7985167,6163.0,1.358,0.922,4.137,12.958,
KIC8639155,6240.0,2.948,1.515,3.679,12.959,
KIC8505215,,,,,12.96,
KIC6698670,6269.0,1.508,1.065,4.109,12.96,
KIC9880467,4751.0,11.536,1.606,2.52,12.96,
KIC5616489,5015.0,18.489,2.725,2.34,12.962,
KIC10414727,7304.0,1.69,1.475,4.151,12.962,
KIC9533489,7214.0,1.935,1.69,4.093,12.962,
KIC4743513,6131.0,1.417,0.862,4.071,12.963,
KIC8635938,5611.0,2.227,1.259,3.842,12.963,
KIC9528430,6523.0,2.343,1.371,3.835,12.963,
KIC4758350,6720.0,4.845,2.02,3.373,12.964,
KIC5955621,5984.0,1.089,1.142,4.421,12.966,
KIC10965740,5627.0,3.05,1.456,3.633,12.967,
KIC6846544,6486.0,1.812,1.174,3.992,12.968,
KIC8948424,5780.0,1.0,1.0,4.438,12.97,
KIC5603270,6185.0,2.101,1.216,3.878,12.97,
KIC6606282,5838.0,7.385,2.172,3.038,12.97,
KIC6145201,6517.0,1.159,1.181,4.382,12.972,
KIC3757407,6729.0,4.099,1.907,3.493,12.972,
KIC8749844,9492.0,4.298,2.806,3.619,12.973,
KIC5525484,4970.0,7.752,2.137,2.989,12.974,
KIC1868404,5679.0,1.286,0.844,4.146,12.975,
KIC8678345,5574.0,0.884,0.782,4.438,12.975,
KIC10661917,6011.0,1.73,1.021,3.971,12.976,
KIC11296045,,,,,12.981,
KIC7285616,6487.0,1.748,1.343,4.08,12.982,
KIC7031898,6277.0,1.121,0.961,4.322,12.982,
KIC9278021,6587.0,3.514,1.53,3.531,12.983,
KIC8243263,6656.0,1.232,1.248,4.351,12.984,
KIC10427700,5665.0,3.266,1.478,3.58,12.985,
KIC9966115,6297.0,1.506,1.18,4.155,12.985,
KIC7282872,6251.0,0.889,0.977,4.53,12.987,
KIC7109851,5911.0,2.0,1.06,3.861,12.988,
KIC5781192,5569.0,0.829,0.928,4.566,12.989,
KIC5015913,5500.0,3.899,1.719,3.491,12.989,
KIC5288570,6153.0,3.279,1.55,3.597,12.99,
KIC6681473,5327.0,2.882,1.332,3.643,12.992,
KIC5812648,6565.0,3.308,1.493,3.573,12.995,
KIC3656700,5869.0,2.313,1.302,3.825,12.997,
KIC9466042,,,,,12.997,
KIC8803882,5192.0,2.46,1.309,3.773,12.998,
KIC7050060,5974.0,1.26,0.953,4.216,12.999,
KIC9777757,6613.0,2.237,1.355,3.87,13.0,
KIC4077901,5437.0,0.739,0.701,4.547,13.007,
KIC10471167,4753.0,0.717,0.72,4.585,13.007,
KIC5513893,5996.0,2.128,1.226,3.87,13.009,
KIC11356602,5866.0,1.198,1.045,4.301,13.011,
KIC4074294,6228.0,2.975,1.504,3.668,13.013,
KIC10549576,7675.0,2.015,1.665,4.051,13.015,
KIC11565903,5282.0,8.243,2.118,2.932,13.015,
KIC4665989,7141.0,1.563,1.442,4.208,13.016,
KIC8035322,5636.0,2.357,1.305,3.809,13.016,
KIC10155080,6154.0,1.168,1.247,4.399,13.017,
KIC7741048,5982.0,0.96,1.047,4.493,13.018,
KIC12107021,6102.0,1.026,1.099,4.457,13.021,
KIC7919516,6215.0,2.396,1.327,3.802,13.022,
KIC6421483,5210.0,1.946,0.829,3.778,13.024,
KIC9463329,6120.0,0.955,1.024,4.489,13.027,
KIC9115681,6689.0,3.381,1.639,3.594,13.027,
KIC5078879,6429.0,3.137,1.479,3.615,13.028,
KIC4366923,6582.0,1.777,1.357,4.069,13.03,
KIC5193077,5915.0,1.392,1.183,4.223,13.03,
KIC9048161,6266.0,1.889,1.089,3.923,13.03,
KIC12105785,5524.0,2.734,1.346,3.693,13.032,
KIC11519226,5893.0,1.745,0.979,3.945,13.034,
KIC11502179,5791.0,1.646,1.127,4.057,13.035,
KIC7133286,4374.0,0.635,0.621,4.626,13.035,
KIC6367628,5328.0,0.716,0.695,4.571,13.035,
KIC3229028,5929.0,1.463,1.107,4.152,13.036,
KIC9362842,6195.0,2.439,1.23,3.753,13.037,
KIC9873869,6253.0,1.181,0.95,4.271,13.038,
KIC8569819,7355.0,1.984,1.581,4.042,13.04,
KIC9236858,6735.0,1.309,1.275,4.307,13.04,
KIC10275887,5618.0,1.406,0.922,4.107,13.04,
KIC8560927,5846.0,1.323,0.942,4.169,13.04,
KIC3222680,4883.0,18.427,3.402,2.439,13.041,
KIC8231299,5632.0,0.847,0.736,4.45,13.042,
KIC3641216,,,,,13.044,
KIC5471489,6143.0,2.136,1.074,3.81,13.046,
KIC10033279,5754.0,2.758,1.209,3.639,13.05,
KIC6707260,6686.0,1.332,1.249,4.283,13.05,
KIC10095512,6033.0,1.026,0.961,4.398,13.053,
KIC8423903,6821.0,2.73,1.733,3.805,13.054,
KIC8378634,6506.0,1.217,1.171,4.336,13.055,
KIC10232123,6324.0,2.312,1.23,3.8,13.056,
KIC10616571,5769.0,1.177,1.1,4.338,13.057,
KIC7455553,6712.0,2.361,1.467,3.859,13.059,
KIC3656322,5269.0,2.183,0.806,3.667,13.061,
KIC11519134,6379.0,1.994,1.222,3.925,13.061,
KIC5698524,6425.0,1.138,1.01,4.331,13.061,
KIC4449752,5392.0,0.775,0.79,4.557,13.064,
KIC6209798,6292.0,1.122,0.959,4.32,13.064,
KIC9874581,7056.0,2.937,1.657,3.722,13.065,
KIC9388557,5125.0,6.69,1.587,2.988,13.066,
KIC7885518,5921.0,1.211,0.888,4.22,13.07,
KIC7280953,,,,,13.072,
KIC6383595,6596.0,1.757,1.227,4.037,13.073,
KIC3852476,5267.0,4.525,1.628,3.338,13.075,
KIC6778289,6674.0,1.347,1.284,4.286,13.076,
KIC12353720,6450.0,3.928,1.782,3.501,13.077,
KIC6042031,5395.0,2.537,1.288,3.739,13.078,
KIC10341913,6215.0,2.188,1.233,3.849,13.079,
KIC10228942,6631.0,2.438,1.361,3.798,13.079,
KIC6113752,6217.0,1.141,1.095,4.364,13.079,
KIC6428602,5059.0,7.322,1.454,2.871,13.084,
KIC3341760,6122.0,2.455,1.357,3.791,13.085,
KIC12367464,6384.0,1.716,1.14,4.026,13.085,
KIC5895083,9464.0,2.184,2.272,4.116,13.085,
KIC10341777,6302.0,0.815,0.831,4.535,13.087,
KIC5385469,7225.0,1.414,1.397,4.281,13.087,
KIC5535890,5807.0,1.256,0.977,4.23,13.088,
KIC9048145,6712.0,1.538,1.294,4.174,13.089,
KIC8149484,6316.0,2.087,1.285,3.908,13.09,
KIC7622486,6594.0,1.691,1.174,4.051,13.092,
KIC5211470,4697.0,17.032,1.691,2.204,13.094,
KIC5347784,5605.0,2.275,1.226,3.813,13.094,
KIC4730442,5925.0,1.589,0.898,3.989,13.095,
KIC7618364,7757.0,2.783,1.941,3.837,13.095,
KIC5185765,6253.0,1.55,1.107,4.102,13.098,
KIC2441728,6021.0,0.873,0.958,4.537,13.098,
KIC3866536,6328.0,0.963,1.026,4.481,13.099,
KIC7877820,6558.0,1.431,1.096,4.167,13.099,
KIC10935310,5949.0,1.083,0.876,4.311,13.1,
KIC3248332,6793.0,1.508,1.346,4.208,13.102,
