tic_id,Teff,rad,mass,logg,Tmag,contratio
KIC8591173,5109.0,1.671,0.929,3.96,14.414,
KIC10019643,5395.0,1.071,0.882,4.324,14.415,
KIC8426567,5015.0,1.643,0.955,3.987,14.417,
KIC10880507,5496.0,0.983,0.92,4.417,14.421,
KIC11875734,5620.0,0.974,0.797,4.363,14.422,
KIC3728701,6071.0,1.107,1.005,4.353,14.423,
KIC3559935,5275.0,0.969,0.855,4.397,14.424,
KIC10187159,5185.0,0.91,0.831,4.44,14.425,
KIC9157634,5703.0,0.975,1.091,4.498,14.427,
KIC4633570,4621.0,0.668,0.656,4.605,14.427,
KIC8742590,5776.0,0.849,0.939,4.554,14.427,
KIC5177104,6201.0,0.989,1.058,4.472,14.429,
KIC10813132,5629.0,0.937,0.864,4.43,14.431,
KIC10873260,6050.0,1.013,1.05,4.45,14.434,
KIC11671579,5578.0,1.497,1.001,4.088,14.435,
KIC11569782,4827.0,1.727,0.952,3.942,14.435,
KIC3338885,4883.0,1.667,0.951,3.972,14.438,
KIC10332883,3951.0,0.535,0.561,4.73,14.44,
KIC6705026,6144.0,1.668,1.296,4.106,14.44,
KIC3326377,5180.0,0.8,0.825,4.548,14.443,
KIC9006449,5607.0,0.886,0.8,4.447,14.447,
KIC12121570,5051.0,0.706,0.786,4.628,14.447,
KIC7090524,5511.0,1.176,0.92,4.261,14.455,
KIC8613535,6249.0,1.076,1.13,4.428,14.456,
KIC8008206,4979.0,0.803,0.811,4.538,14.458,
KIC8757824,6078.0,1.271,1.162,4.294,14.46,
KIC5728139,6332.0,1.905,1.373,4.016,14.463,
KIC9410930,5657.0,0.947,0.903,4.441,14.465,
KIC6690082,5534.0,1.08,0.926,4.338,14.466,
KIC5480640,5467.0,1.152,0.902,4.271,14.467,
KIC6497146,3749.0,0.524,0.554,4.743,14.467,
KIC7220429,5044.0,0.804,0.764,4.511,14.471,
KIC11495458,4641.0,0.747,0.734,4.557,14.471,
KIC12061222,5211.0,0.689,0.766,4.643,14.472,
KIC10989274,5929.0,1.069,1.079,4.413,14.472,
KIC10134152,6060.0,0.925,1.008,4.509,14.476,
KIC12256520,5382.0,0.827,0.928,4.571,14.477,
KIC7841925,5440.0,0.885,0.782,4.438,14.48,
KIC9390653,3547.0,0.369,0.396,4.899,14.486,
KIC10616679,5246.0,0.805,0.748,4.501,14.486,
KIC3426367,3605.0,0.433,0.47,4.837,14.488,
KIC11614617,6106.0,0.966,1.043,4.487,14.49,
KIC11176166,6477.0,1.148,1.102,4.361,14.496,
KIC2715135,4252.0,0.632,0.637,4.64,14.496,
KIC9761615,6040.0,0.999,1.07,4.469,14.496,
KIC8885643,6177.0,0.906,0.982,4.516,14.497,
KIC9967771,5539.0,1.207,0.932,4.244,14.498,
KIC10965008,5460.0,1.165,0.907,4.263,14.499,
KIC8158127,5897.0,1.86,1.204,3.98,14.5,
KIC10404582,5757.0,1.017,1.016,4.431,14.5,
KIC6607644,5196.0,0.889,0.828,4.458,14.5,
KIC11461844,6102.0,1.026,1.099,4.457,14.5,
KIC6037187,5907.0,0.973,0.961,4.445,14.502,
KIC9851662,5475.0,0.818,0.734,4.479,14.503,
KIC3869014,5684.0,3.046,1.536,3.657,14.507,
KIC8891684,5636.0,1.354,1.103,4.218,14.508,
KIC8947520,5580.0,0.886,0.989,4.538,14.511,
KIC11450414,5592.0,1.451,1.0,4.115,14.513,
KIC12058204,5588.0,1.1,0.946,4.331,14.514,
KIC9765975,5311.0,0.948,0.859,4.419,14.516,
KIC7368664,5963.0,1.424,1.22,4.218,14.517,
KIC7046804,5215.0,0.77,0.792,4.564,14.518,
KIC6707833,5763.0,1.374,1.045,4.181,14.519,
KIC10064256,5452.0,0.9,1.012,4.535,14.52,
KIC11656918,5123.0,1.621,0.941,3.992,14.52,
KIC2975770,4855.0,0.778,0.769,4.542,14.521,
KIC11455428,5312.0,1.445,0.963,4.103,14.523,
KIC3128552,5509.0,1.116,0.924,4.308,14.523,
KIC9025971,5705.0,1.017,0.941,4.397,14.524,
KIC12834874,5657.0,0.855,0.858,4.508,14.528,
KIC10978763,5353.0,1.023,0.87,4.358,14.531,
KIC6422155,5527.0,1.054,0.964,4.376,14.532,
KIC5780930,4807.0,1.802,0.955,3.906,14.534,
KIC11709124,5688.0,0.971,0.895,4.415,14.534,
KIC8036287,5305.0,1.449,0.939,4.088,14.536,
KIC6310636,5843.0,1.615,1.115,4.069,14.542,
KIC8760040,5951.0,1.262,1.117,4.283,14.544,
KIC9729691,5211.0,0.895,0.817,4.447,14.548,
KIC9973109,5657.0,0.911,0.762,4.401,14.55,
KIC8037145,4963.0,0.826,0.789,4.501,14.55,
KIC11498128,5679.0,0.972,0.938,4.435,14.552,
KIC9661979,5390.0,1.104,0.893,4.303,14.552,
KIC5865654,5011.0,1.781,0.926,3.903,14.553,
KIC6761777,5749.0,1.876,1.288,4.002,14.553,
KIC6047072,5984.0,0.906,0.993,4.521,14.553,
KIC5436013,5190.0,0.899,0.823,4.446,14.556,
KIC6383821,5936.0,0.965,1.075,4.501,14.556,
KIC5461440,5538.0,1.027,0.93,4.384,14.56,
KIC8142787,5431.0,0.879,0.881,4.496,14.56,
KIC11090765,6191.0,1.007,1.01,4.438,14.56,
KIC3219995,6103.0,0.949,1.028,4.496,14.562,
KIC7047922,6327.0,1.175,1.064,4.327,14.563,
KIC6428794,5171.0,0.801,0.82,4.545,14.566,
KIC10964440,5372.0,1.71,1.084,4.007,14.569,
KIC7428736,5305.0,0.818,0.753,4.489,14.572,
KIC9076513,5573.0,1.329,0.968,4.177,14.573,
KIC9607164,5258.0,0.785,0.731,4.513,14.574,
KIC8959839,6170.0,0.992,1.063,4.472,14.574,
KIC3346154,5741.0,0.946,1.02,4.495,14.575,
KIC8636600,5071.0,0.811,0.768,4.505,14.58,
KIC9895006,5610.0,1.171,1.034,4.316,14.581,
KIC7103919,5455.0,0.852,0.759,4.457,14.587,
KIC10418224,6490.0,2.179,1.516,3.942,14.588,
KIC7609553,5017.0,0.797,0.76,4.516,14.589,
KIC5807769,5689.0,1.542,1.007,4.065,14.59,
KIC9447166,4762.0,0.781,0.762,4.535,14.591,
KIC9941859,5386.0,1.076,0.886,4.322,14.598,
KIC7091432,5149.0,0.803,0.755,4.506,14.598,
KIC10028792,5597.0,1.699,0.969,3.963,14.6,
KIC7747425,5616.0,1.111,0.957,4.327,14.601,
KIC3218908,4941.0,4.885,1.808,3.317,14.604,
KIC4757437,5946.0,1.223,1.113,4.309,14.606,
KIC4645174,5849.0,1.601,1.114,4.076,14.606,
KIC6432345,5422.0,0.885,0.867,4.481,14.607,
KIC9570741,5941.0,0.911,1.001,4.519,14.608,
KIC4466677,5823.0,0.96,0.899,4.427,14.609,
KIC10122255,6036.0,1.017,0.939,4.396,14.609,
KIC8481129,4873.0,0.796,0.836,4.558,14.61,
KIC10549023,6643.0,1.216,1.235,4.357,14.612,
KIC10554999,5299.0,0.766,0.856,4.597,14.613,
KIC9782691,5876.0,1.456,1.093,4.151,14.615,
KIC7269974,5541.0,1.089,0.929,4.332,14.619,
KIC11244137,5282.0,1.899,1.075,3.913,14.621,
KIC3660924,5776.0,1.047,0.875,4.34,14.621,
KIC10189546,5312.0,0.986,0.859,4.384,14.621,
KIC3937519,5392.0,1.087,0.888,4.314,14.622,
KIC9364290,5587.0,1.309,0.963,4.188,14.623,
KIC5629353,6264.0,1.651,1.352,4.133,14.624,
KIC9735426,5269.0,0.874,0.87,4.494,14.624,
KIC5088591,5345.0,0.86,0.802,4.473,14.625,
KIC8120608,3751.0,0.443,0.452,4.8,14.625,
KIC9271752,6244.0,1.009,1.069,4.46,14.63,
KIC6034945,5962.0,1.028,1.039,4.431,14.63,
KIC11818607,5926.0,0.939,1.03,4.506,14.63,
KIC11401182,4815.0,0.699,0.799,4.631,14.631,
KIC4544907,5504.0,0.993,0.943,4.418,14.632,
KIC8162789,6032.0,1.06,0.999,4.387,14.633,
KIC3109930,6085.0,0.973,0.976,4.451,14.633,
KIC11303322,6370.0,1.106,1.148,4.41,14.633,
KIC8229458,3810.0,0.513,0.543,4.753,14.634,
KIC6842682,5853.0,0.895,0.99,4.529,14.64,
KIC11718144,5475.0,0.884,0.946,4.521,14.64,
KIC8218379,5483.0,0.779,0.865,4.589,14.64,
KIC6291033,6187.0,1.034,0.997,4.409,14.641,
KIC12459913,6253.0,0.997,0.93,4.41,14.647,
KIC10158729,6250.0,1.019,1.038,4.44,14.649,
KIC9714550,5595.0,0.796,0.89,4.581,14.651,
KIC11358389,6014.0,1.021,1.037,4.436,14.651,
KIC8751933,5522.0,1.12,0.963,4.323,14.651,
KIC10482160,5757.0,0.762,0.865,4.597,14.657,
KIC7838675,5718.0,0.863,0.96,4.549,14.658,
KIC5438757,5534.0,1.08,0.926,4.338,14.659,
KIC11073351,5831.0,1.121,1.047,4.359,14.665,
KIC6124512,5405.0,2.605,1.365,3.741,14.667,
KIC8439323,5834.0,0.797,0.852,4.566,14.667,
KIC6205228,5714.0,1.208,0.999,4.274,14.668,
KIC11773022,6046.0,0.972,1.053,4.486,14.669,
KIC5686174,4102.0,0.595,0.612,4.675,14.672,
KIC10155434,5573.0,0.839,0.939,4.562,14.673,
KIC8344004,5622.0,1.089,0.958,4.346,14.674,
KIC11497977,5631.0,0.847,0.946,4.557,14.675,
KIC10426656,5334.0,1.004,0.865,4.372,14.678,
KIC11244682,5496.0,0.725,0.81,4.618,14.678,
KIC9305831,5763.0,1.457,1.093,4.15,14.678,
KIC10513530,5372.0,0.916,0.832,4.434,14.68,
KIC11465651,6404.0,1.142,1.175,4.393,14.681,
KIC10990917,6093.0,1.025,1.025,4.429,14.681,
KIC12156174,5541.0,1.295,0.945,4.189,14.682,
KIC7456001,6026.0,0.992,0.924,4.411,14.683,
KIC8565266,6026.0,1.108,1.038,4.366,14.684,
KIC8226050,5083.0,0.872,0.815,4.468,14.685,
KIC8573193,5984.0,0.906,0.993,4.521,14.686,
KIC6871071,5640.0,1.515,1.024,4.087,14.686,
KIC8367113,6242.0,1.047,1.104,4.442,14.686,
KIC10934674,5215.0,0.867,0.904,4.518,14.687,
KIC9845898,6499.0,1.169,1.191,4.378,14.689,
KIC5007345,5814.0,2.476,1.243,3.745,14.689,
KIC8164012,5907.0,1.705,1.165,4.041,14.69,
KIC7918992,5806.0,1.064,1.037,4.4,14.691,
KIC9027909,5821.0,1.395,1.054,4.172,14.694,
KIC3247268,5822.0,1.081,0.957,4.351,14.696,
KIC10973664,6122.0,0.964,1.041,4.487,14.697,
KIC8611257,5010.0,0.715,0.798,4.623,14.699,
KIC5617854,4132.0,0.564,0.578,4.699,14.699,
KIC7019524,5914.0,0.955,1.011,4.483,14.699,
KIC11192998,5409.0,0.746,0.835,4.609,14.701,
KIC8620402,6214.0,1.076,1.169,4.442,14.706,
KIC11823054,5041.0,0.857,0.807,4.479,14.707,
KIC4545187,5303.0,0.708,0.785,4.63,14.708,
KIC10454313,6123.0,0.987,1.053,4.472,14.708,
KIC8845205,3395.0,0.283,0.271,4.97,14.708,
KIC5978559,6002.0,1.081,1.135,4.424,14.71,
KIC6152974,5064.0,0.864,0.811,4.474,14.711,
KIC11453592,3483.0,0.389,0.415,4.875,14.717,
KIC7119481,6122.0,0.964,1.041,4.487,14.718,
KIC11662184,5912.0,1.09,1.079,4.397,14.718,
KIC2557816,5684.0,0.808,0.741,4.493,14.72,
KIC3847907,5646.0,1.08,0.996,4.37,14.72,
KIC6501635,5309.0,0.781,0.869,4.588,14.721,
KIC5629538,6136.0,1.005,0.956,4.414,14.724,
KIC5036705,6150.0,1.417,1.23,4.223,14.725,
KIC6846911,5970.0,1.131,1.057,4.355,14.729,
KIC5706966,4213.0,0.598,0.609,4.669,14.731,
KIC4249725,4090.0,0.571,0.591,4.696,14.735,
KIC7620413,5579.0,1.029,0.945,4.389,14.736,
KIC11337833,6032.0,0.929,1.014,4.508,14.739,
KIC4454934,5912.0,1.094,0.96,4.342,14.74,
KIC5357901,5167.0,0.848,0.883,4.527,14.741,
KIC8043638,5433.0,1.107,0.896,4.302,14.743,
KIC8229696,5676.0,0.82,0.865,4.548,14.743,
KIC9353314,4325.0,0.56,0.547,4.68,14.744,
KIC7107802,5557.0,1.151,0.936,4.288,14.746,
KIC8564674,5741.0,0.956,1.035,4.492,14.746,
KIC11656721,5569.0,0.829,0.928,4.566,14.748,
KIC9844088,5776.0,0.95,1.068,4.512,14.749,
KIC9216775,5500.0,0.87,0.974,4.547,14.75,
KIC10489206,3808.0,0.508,0.534,4.754,14.752,
KIC10793172,5553.0,1.098,0.941,4.33,14.754,
KIC10724369,5949.0,0.962,1.05,4.493,14.755,
KIC5106313,5018.0,0.838,0.795,4.492,14.756,
KIC2164169,5821.0,1.494,1.043,4.108,14.757,
KIC6964929,5884.0,1.07,1.07,4.408,14.758,
KIC11037818,5490.0,3.204,1.592,3.629,14.759,
KIC5709725,5252.0,0.898,0.815,4.442,14.759,
KIC6383785,5794.0,1.216,1.032,4.282,14.762,
KIC5301750,6036.0,1.131,0.987,4.326,14.764,
KIC4254466,5852.0,1.129,1.048,4.353,14.766,
KIC8804283,5478.0,1.053,0.914,4.354,14.766,
KIC8160953,5354.0,0.835,0.868,4.533,14.767,
KIC9589524,5157.0,0.818,0.771,4.5,14.767,
KIC5791986,5456.0,0.812,0.878,4.562,14.769,
KIC10464050,5988.0,0.934,1.021,4.507,14.769,
KIC12116489,5121.0,0.888,0.822,4.457,14.773,
KIC10973814,5514.0,1.071,0.926,4.345,14.775,
KIC8681734,5344.0,0.907,0.884,4.469,14.776,
KIC10384798,5974.0,0.881,0.904,4.504,14.777,
KIC8950568,5435.0,0.873,0.87,4.495,14.779,
KIC11657614,4891.0,0.805,0.776,4.516,14.779,
KIC11493431,4798.0,0.782,0.761,4.533,14.782,
KIC5526527,4334.0,0.653,0.646,4.618,14.786,
KIC7211469,6096.0,1.176,1.155,4.358,14.788,
KIC12120307,6398.0,1.101,1.141,4.411,14.79,
KIC5962262,5009.0,0.84,0.797,4.491,14.79,
KIC10604592,4904.0,0.772,0.745,4.535,14.793,
KIC2837111,5982.0,0.96,1.047,4.493,14.794,
KIC9583881,5815.0,0.877,0.973,4.54,14.794,
KIC5940165,4458.0,0.658,0.645,4.611,14.796,
KIC6209677,5447.0,0.917,0.928,4.481,14.8,
KIC10669994,6011.0,1.041,1.119,4.452,14.801,
KIC4135665,5689.0,1.313,1.0,4.202,14.801,
KIC5474613,5823.0,0.972,1.02,4.472,14.802,
KIC10577994,5081.0,0.77,0.864,4.596,14.802,
KIC11360805,5242.0,0.856,0.869,4.512,14.803,
KIC6060203,5366.0,1.02,0.875,4.363,14.803,
KIC3244792,6021.0,0.819,0.922,4.57,14.803,
KIC4852528,4041.0,0.567,0.584,4.697,14.804,
KIC10904857,6122.0,0.996,1.07,4.471,14.804,
KIC7098355,5295.0,0.801,0.861,4.566,14.805,
KIC4770617,6172.0,1.471,1.25,4.198,14.806,
KIC8822216,5713.0,0.893,1.01,4.541,14.807,
KIC9020160,5105.0,0.868,0.81,4.469,14.808,
KIC8564587,5320.0,0.786,0.882,4.589,14.809,
KIC6049190,6461.0,1.131,1.162,4.396,14.811,
KIC10070468,5827.0,1.374,1.068,4.191,14.812,
KIC6776401,5329.0,0.869,0.786,4.455,14.812,
KIC10656823,5320.0,0.786,0.882,4.589,14.813,
KIC5895158,5845.0,0.874,0.968,4.541,14.815,
KIC10332213,5591.0,0.86,0.977,4.559,14.816,
KIC7286911,5420.0,0.85,0.945,4.555,14.816,
KIC9818462,5167.0,0.796,0.891,4.585,14.817,
KIC5959753,5022.0,0.849,0.804,4.485,14.817,
KIC3240158,6049.0,1.176,1.14,4.353,14.818,
KIC10388286,3669.0,0.47,0.494,4.787,14.818,
KIC4077526,6100.0,1.083,1.017,4.376,14.82,
KIC12116380,5330.0,1.013,0.869,4.366,14.822,
KIC11518142,5758.0,1.385,1.029,4.168,14.822,
KIC6838050,5638.0,1.153,1.029,4.327,14.825,
KIC11499192,5886.0,1.152,1.072,4.345,14.826,
KIC12400538,5604.0,0.943,0.916,4.451,14.827,
KIC10718726,5762.0,1.196,1.001,4.283,14.827,
KIC8409295,5626.0,0.957,0.977,4.467,14.828,
KIC12418724,6325.0,1.112,1.157,4.409,14.829,
KIC4243911,5194.0,0.815,0.879,4.559,14.829,
KIC6665512,4461.0,0.585,0.571,4.661,14.832,
KIC7289317,5518.0,1.008,0.932,4.4,14.834,
KIC11502867,5720.0,0.903,0.882,4.473,14.835,
KIC8321314,5523.0,0.891,0.972,4.526,14.837,
KIC3747817,5273.0,0.801,0.861,4.566,14.838,
KIC7047207,5862.0,1.463,1.097,4.148,14.838,
KIC8257205,5159.0,0.821,0.868,4.548,14.839,
KIC9653622,6347.0,1.036,1.032,4.423,14.839,
KIC5371776,4723.0,0.691,0.76,4.628,14.84,
KIC11308499,5859.0,1.162,1.064,4.335,14.842,
KIC10676824,6092.0,0.943,1.016,4.496,14.854,
KIC6786037,5751.0,1.247,1.018,4.254,14.854,
KIC6937692,6520.0,1.215,1.279,4.375,14.856,
KIC8625925,5822.0,0.898,0.994,4.529,14.856,
KIC10024051,5255.0,0.716,0.776,4.617,14.859,
KIC8355239,4963.0,0.826,0.789,4.501,14.859,
KIC7386827,5692.0,1.064,0.946,4.36,14.86,
KIC9353742,5497.0,0.886,0.964,4.527,14.86,
KIC8806072,5668.0,0.868,0.963,4.545,14.862,
KIC8099138,5640.0,0.978,0.977,4.447,14.862,
KIC8612275,5463.0,0.91,0.937,4.492,14.866,
KIC8934495,5351.0,0.796,0.89,4.582,14.868,
KIC5440317,5624.0,1.248,1.023,4.256,14.869,
KIC10600955,5565.0,1.246,1.008,4.251,14.872,
KIC5978361,5506.0,0.788,0.876,4.584,14.874,
KIC5546761,5795.0,1.247,1.042,4.265,14.874,
KIC9839821,5818.0,0.848,0.937,4.554,14.876,
KIC7287415,5611.0,1.4,0.995,4.144,14.878,
KIC11285870,6217.0,1.051,1.1,4.437,14.879,
KIC11401767,6056.0,1.209,1.147,4.332,14.881,
KIC6381846,5456.0,0.943,0.914,4.45,14.883,
KIC5906694,4522.0,0.655,0.646,4.615,14.885,
KIC3966801,3787.0,0.477,0.496,4.775,14.885,
KIC3859079,4736.0,0.708,0.791,4.624,14.887,
KIC7877978,4701.0,0.775,0.758,4.54,14.889,
KIC12058931,6246.0,1.092,1.18,4.433,14.896,
KIC6929841,5094.0,0.901,0.833,4.45,14.897,
KIC9758089,4580.0,0.675,0.748,4.641,14.897,
KIC10717241,4200.0,0.607,0.622,4.664,14.897,
KIC3103227,5929.0,1.363,1.185,4.243,14.9,
KIC5640085,3893.0,0.5,0.521,4.758,14.902,
KIC4665571,4821.0,0.788,0.765,4.529,14.903,
KIC3239671,5578.0,0.95,0.905,4.44,14.904,
KIC10006581,5509.0,1.169,0.918,4.265,14.904,
KIC11177676,5370.0,1.055,0.881,4.337,14.904,
KIC4035640,5132.0,0.886,0.82,4.457,14.907,
KIC10266615,5749.0,0.864,0.961,4.547,14.909,
KIC1872821,5806.0,0.899,0.996,4.528,14.909,
KIC5601258,3867.0,0.552,0.581,4.718,14.911,
KIC9279669,5617.0,0.806,0.897,4.574,14.911,
KIC8416523,5016.0,0.747,0.817,4.601,14.915,
KIC4832837,3939.0,0.557,0.575,4.705,14.915,
KIC10600261,5565.0,1.439,0.989,4.117,14.915,
KIC5812960,5289.0,0.838,0.769,4.477,14.915,
KIC7765528,5846.0,1.24,1.064,4.278,14.915,
KIC5775129,5927.0,1.193,1.094,4.323,14.919,
KIC10937029,5234.0,0.854,0.927,4.542,14.924,
KIC7596240,6401.0,1.15,1.183,4.389,14.924,
KIC9838949,4929.0,0.861,0.817,4.481,14.925,
KIC3231341,5896.0,1.24,0.884,4.197,14.925,
KIC8709688,5633.0,1.162,0.973,4.296,14.927,
KIC9907129,5808.0,1.385,1.056,4.178,14.93,
KIC6924203,5679.0,0.794,0.886,4.581,14.931,
KIC8235924,3814.0,0.57,0.576,4.687,14.934,
KIC6103377,5902.0,1.513,1.12,4.128,14.935,
KIC11874577,6161.0,0.862,0.95,4.545,14.936,
KIC7289577,5403.0,0.868,0.868,4.5,14.937,
KIC8022244,6063.0,1.001,1.079,4.47,14.939,
KIC10022908,4847.0,0.761,0.86,4.606,14.94,
KIC8260902,5432.0,0.913,0.801,4.42,14.94,
KIC3756264,5868.0,0.894,0.987,4.53,14.941,
KIC8197343,5619.0,1.199,0.962,4.264,14.941,
KIC10203349,5559.0,1.412,0.974,4.127,14.941,
KIC4270253,5576.0,1.198,0.945,4.257,14.943,
KIC4860678,5557.0,1.616,1.035,4.037,14.943,
KIC8832512,5500.0,0.928,0.821,4.416,14.943,
KIC5860968,5998.0,1.139,0.998,4.324,14.945,
KIC4650674,5940.0,1.215,1.091,4.306,14.946,
KIC4473613,5520.0,0.873,0.972,4.544,14.951,
KIC12019440,5823.0,1.013,1.027,4.438,14.952,
KIC9020114,5696.0,0.921,1.022,4.519,14.953,
KIC10010440,6319.0,1.032,1.084,4.447,14.953,
KIC10709622,6119.0,1.119,1.027,4.353,14.955,
KIC5003670,5700.0,1.006,1.003,4.434,14.955,
KIC3955817,5072.0,0.825,0.822,4.521,14.955,
KIC9958962,6004.0,0.977,1.061,4.484,14.957,
KIC10599206,4768.0,0.779,0.759,4.536,14.958,
KIC10353968,5672.0,0.929,1.008,4.506,14.959,
KIC11337141,3871.0,0.532,0.573,4.744,14.963,
KIC8892157,5709.0,0.95,1.014,4.489,14.966,
KIC10468940,5359.0,1.002,0.867,4.375,14.968,
KIC5774349,5185.0,0.837,0.779,4.484,14.97,
KIC10879038,5778.0,0.968,1.038,4.483,14.971,
KIC11410904,5761.0,0.956,1.035,4.492,14.972,
KIC9475552,4818.0,0.856,0.809,4.481,14.975,
KIC11403389,5790.0,0.9,0.998,4.528,14.976,
KIC4138008,4401.0,0.595,0.613,4.677,14.976,
KIC5371777,6117.0,1.244,1.17,4.315,14.978,
KIC9415108,5362.0,1.032,0.873,4.352,14.979,
KIC3749134,5730.0,1.122,1.005,4.34,14.981,
KIC8026752,6228.0,1.049,1.107,4.441,14.982,
KIC5520547,6038.0,0.898,0.982,4.524,14.982,
KIC12254792,5813.0,0.833,0.925,4.561,14.982,
KIC9635606,4821.0,0.788,0.765,4.529,14.985,
KIC7382313,5573.0,0.982,0.957,4.434,14.985,
KIC9520838,5534.0,0.875,0.914,4.515,14.986,
KIC12505654,5230.0,0.777,0.873,4.594,14.988,
KIC7542813,6205.0,0.973,0.906,4.419,14.989,
KIC5972334,5422.0,0.887,0.874,4.484,14.991,
KIC8544992,4500.0,0.633,0.626,4.632,14.993,
KIC6960913,4016.0,0.599,0.595,4.658,14.995,
KIC9115800,5359.0,0.915,0.812,4.425,14.995,
KIC3762468,6311.0,1.172,1.253,4.398,14.996,
KIC6774880,6091.0,0.967,1.045,4.487,14.998,
KIC3120355,5779.0,1.284,1.039,4.238,14.999,
KIC5340644,4213.0,0.615,0.626,4.658,15.0,
KIC10123064,5873.0,0.843,0.93,4.554,15.0,
KIC8806123,5768.0,1.015,1.021,4.434,15.0,
KIC6685526,5265.0,0.81,0.91,4.58,15.001,
KIC8505920,5330.0,1.013,0.869,4.366,15.001,
KIC3351888,5539.0,1.106,0.935,4.322,15.001,
KIC9828127,5505.0,0.909,0.955,4.501,15.004,
KIC10019065,5339.0,1.433,0.933,4.096,15.004,
KIC7504778,6218.0,1.077,1.114,4.421,15.004,
KIC11236244,4563.0,0.642,0.634,4.624,15.006,
KIC8174625,5568.0,0.966,0.882,4.413,15.007,
KIC11709244,5445.0,0.937,0.919,4.458,15.009,
KIC11824786,6119.0,0.938,1.01,4.497,15.012,
KIC7832356,5847.0,1.135,0.946,4.304,15.014,
KIC4556468,5802.0,1.316,1.044,4.218,15.015,
KIC8047428,6084.0,1.283,1.167,4.287,15.015,
KIC9244756,5730.0,1.056,1.008,4.394,15.017,
KIC4831728,5480.0,1.174,0.915,4.26,15.017,
KIC11014932,5616.0,0.999,0.903,4.394,15.017,
KIC9479273,5085.0,0.712,0.71,4.584,15.017,
KIC8167996,3716.0,0.506,0.513,4.74,15.018,
KIC6276477,5501.0,0.918,0.891,4.462,15.018,
KIC7287995,4261.0,0.633,0.64,4.641,15.019,
KIC4346178,5392.0,1.087,0.888,4.314,15.022,
KIC7118364,5754.0,1.122,1.014,4.345,15.024,
KIC7134976,4986.0,0.833,0.793,4.496,15.024,
KIC5965819,5794.0,1.496,1.072,4.118,15.024,
KIC2713049,5519.0,1.062,0.921,4.35,15.026,
KIC9573685,3974.0,0.564,0.581,4.7,15.026,
KIC5651104,5035.0,0.791,0.754,4.519,15.028,
KIC8210018,4523.0,0.659,0.687,4.636,15.028,
KIC4072526,5102.0,0.88,0.819,4.463,15.03,
KIC7458762,5849.0,0.919,1.014,4.517,15.031,
KIC5980208,4258.0,0.622,0.61,4.635,15.031,
KIC10360722,4999.0,0.843,0.8,4.49,15.031,
KIC8738775,5332.0,1.453,0.932,4.083,15.033,
KIC9880190,5009.0,0.84,0.797,4.491,15.035,
KIC6949607,4072.0,0.57,0.586,4.696,15.036,
KIC6263593,4563.0,0.567,0.592,4.704,15.037,
KIC5773121,5278.0,0.815,0.911,4.576,15.04,
KIC9072190,5393.0,1.11,0.895,4.299,15.041,
KIC6149910,4898.0,0.803,0.774,4.518,15.048,
KIC11566256,6063.0,1.012,1.117,4.476,15.049,
KIC12056139,6269.0,1.155,1.237,4.405,15.05,
KIC10068659,5550.0,1.032,0.941,4.384,15.051,
KIC11414511,5532.0,0.955,0.941,4.452,15.052,
KIC6934291,5073.0,0.853,0.806,4.483,15.055,
KIC8973129,5468.0,0.968,0.913,4.427,15.056,
KIC10407482,4934.0,1.756,0.952,3.927,15.056,
KIC8505670,4201.0,0.591,0.609,4.682,15.058,
KIC9641481,5520.0,1.08,0.928,4.339,15.06,
KIC8381204,6057.0,1.0,1.024,4.45,15.06,
KIC7955580,4998.0,0.808,0.806,4.53,15.061,
KIC7761545,5584.0,0.938,0.966,4.478,15.061,
KIC4736644,4915.0,0.812,0.781,4.512,15.061,
KIC4282872,5813.0,0.833,0.925,4.561,15.062,
KIC7663691,6063.0,1.001,1.079,4.47,15.063,
KIC10002866,5431.0,0.843,0.945,4.563,15.063,
KIC9466668,5553.0,1.25,0.949,4.221,15.065,
KIC9825625,6321.0,1.058,1.108,4.434,15.067,
KIC7434875,5097.0,0.779,0.891,4.597,15.067,
KIC8689031,5481.0,0.708,0.806,4.629,15.067,
KIC9650989,5788.0,1.015,1.038,4.442,15.067,
KIC9411412,4229.0,0.615,0.625,4.655,15.068,
KIC12602568,5840.0,0.849,0.942,4.553,15.068,
KIC8222813,5074.0,0.863,0.809,4.474,15.07,
KIC3234598,4513.0,0.722,0.712,4.574,15.07,
KIC9388479,3582.0,0.458,0.491,4.807,15.073,
KIC5546691,6058.0,0.867,0.95,4.54,15.079,
KIC9898017,6371.0,1.072,1.117,4.426,15.079,
KIC7948784,6310.0,1.095,1.143,4.417,15.079,
KIC12020329,5485.0,0.867,0.986,4.556,15.08,
KIC11018648,5586.0,0.798,0.844,4.56,15.082,
KIC9605514,6297.0,1.031,1.084,4.448,15.083,
KIC5436502,5739.0,1.384,1.083,4.191,15.084,
KIC6587280,5237.0,0.826,0.927,4.572,15.086,
KIC7265298,5739.0,1.069,1.002,4.381,15.087,
KIC2693736,5094.0,0.87,0.813,4.469,15.09,
KIC5272878,5776.0,0.849,0.939,4.554,15.09,
KIC11754553,4126.0,0.615,0.633,4.661,15.095,
KIC7288444,5726.0,1.285,1.018,4.228,15.098,
KIC11962284,5330.0,0.87,0.855,4.491,15.102,
KIC4173026,5738.0,0.981,0.936,4.426,15.104,
